"","UID","Taxon","Abundance","taxon_lumped","taxon_lumped2","non.alga.flag","motile_sessile","Notes"
"258","Fifth Beach HIGH 2012 5","Wildmania norrisii",0.5,"Wildmania norrisii","Pyropia","Algae","sessile",""
"259","Fifth Beach HIGH 2012 6","Acrosiphonia sp.",5,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"260","Fifth Beach HIGH 2012 6","Alaria marginata",2,"Alaria marginata","Alaria marginata","Algae","sessile",""
"261","Fifth Beach HIGH 2012 6","Analipus japonicus",0.5,"Analipus japonicus","Analipus japonicus","Algae","sessile",""
"262","Fifth Beach HIGH 2012 6","Balanus glandula",12,"Barnacles","Barnacles","Animal","sessile",""
"263","Fifth Beach HIGH 2012 6","bare rock",3,"Bare rock","Bare rock","Substratum",NA,""
"264","Fifth Beach HIGH 2012 6","Callithamnion pikeanum",1,"Callithamnion pikeanum","Callithamnion pikeanum","Algae","sessile",""
"265","Fifth Beach HIGH 2012 6","Chthamalus dalli",8,"Barnacles","Barnacles","Animal","sessile",""
"266","Fifth Beach HIGH 2012 6","Corallina vancouveriensis",1.5,"Corallina","Corallina","Algae","sessile",""
"267","Fifth Beach HIGH 2012 6","Cryptosiphonia woodii",4,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"268","Fifth Beach HIGH 2012 6","Endocladia muricata",18,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"269","Fifth Beach HIGH 2012 6","Fucus distichus",1.5,"Fucus distichus","Fucus distichus","Algae","sessile",""
"270","Fifth Beach HIGH 2012 6","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"271","Fifth Beach HIGH 2012 6","Littorina sp.",48,"Littorina sp.","Littorina sp.","Animal","motile",""
"272","Fifth Beach HIGH 2012 6","Lottia sp.",6,"Lottia sp.","Lottia sp.","Animal","motile",""
"273","Fifth Beach HIGH 2012 6","Mastocarpus agardhii",5,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"274","Fifth Beach HIGH 2012 6","Mastocarpus alaskensis",70,"Mastocarpus alaskensis","Mastocarpus","Algae","sessile","REVISIT"
"275","Fifth Beach HIGH 2012 6","Mazzaella oregona",4,"Mazzaella oregona","Mazzaella oregona","Algae","sessile",""
"276","Fifth Beach HIGH 2012 6","Mazzaella parksii",3,"Mazzaella parksii","Mazzaella parksii","Algae","sessile",""
"277","Fifth Beach HIGH 2012 6","Nemalion helminthoides",0.1,"Nemalion helminthoides","Nemalion helminthoides","Algae","sessile",""
"278","Fifth Beach HIGH 2012 6","Pentidotea sp.",1,"Pentidotea sp.","Pentidotea sp.","Animal","motile",""
"279","Fifth Beach HIGH 2012 6","Petrocelis",12,"Petrocelis","Petrocelis","Algae","sessile",""
"280","Fifth Beach HIGH 2012 6","Polysiphonia hendryi",2.5,"Polysiphonia","Polysiphonia","Algae","sessile","Likely need to lump these"
"281","Fifth Beach HIGH 2012 6","Pyropia perforata",3,"Pyropia perforata","Pyropia","Algae","sessile",""
"282","Fifth Beach HIGH 2012 6","Spongites tumidum",8,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"283","Fifth Beach HIGH 2012 6","Ulva lactuca",1,"Ulva lactuca","Ulva","Algae","sessile",""
"284","Fifth Beach HIGH 2012 6","Ulva linza",4,"Ulva linza","Ulva","Algae","sessile",""
"285","Fifth Beach HIGH 2012 7","Acrosiphonia sp.",2.5,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"286","Fifth Beach HIGH 2012 7","Anthopleura sp.",1,"Anthopleura sp.","Anthopleura sp.","Animal","sessile",""
"287","Fifth Beach HIGH 2012 7","Balanus glandula",30,"Barnacles","Barnacles","Animal","sessile",""
"288","Fifth Beach HIGH 2012 7","Chiton",2,"Chiton","Chiton","Animal","motile",""
"289","Fifth Beach HIGH 2012 7","Chthamalus dalli",50,"Barnacles","Barnacles","Animal","sessile",""
"290","Fifth Beach HIGH 2012 7","Corallina vancouveriensis",3,"Corallina","Corallina","Algae","sessile",""
"291","Fifth Beach HIGH 2012 7","Endocladia muricata",10,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"292","Fifth Beach HIGH 2012 7","Fucus distichus",7,"Fucus distichus","Fucus distichus","Algae","sessile",""
"293","Fifth Beach HIGH 2012 7","Littorina sp.",320,"Littorina sp.","Littorina sp.","Animal","motile",""
"294","Fifth Beach HIGH 2012 7","Lottia sp.",65,"Lottia sp.","Lottia sp.","Animal","motile",""
"295","Fifth Beach HIGH 2012 7","Mastocarpus alaskensis",1,"Mastocarpus alaskensis","Mastocarpus","Algae","sessile","REVISIT"
"296","Fifth Beach HIGH 2012 7","Mazzaella oregona",3,"Mazzaella oregona","Mazzaella oregona","Algae","sessile",""
"297","Fifth Beach HIGH 2012 7","Mytilus sp.",2,"Mytilus sp.","Mytilus sp.","Animal","sessile",""
"298","Fifth Beach HIGH 2012 7","Nemalion helminthoides",0.1,"Nemalion helminthoides","Nemalion helminthoides","Algae","sessile",""
"299","Fifth Beach HIGH 2012 7","Nucella sp.",1,"Nucella","Nucella","Animal","motile",""
"300","Fifth Beach HIGH 2012 7","Petrocelis",5,"Petrocelis","Petrocelis","Algae","sessile",""
"301","Fifth Beach HIGH 2012 7","Plocamium violaceum",5,"Plocamium violaceum","Plocamium violaceum","Algae","sessile",""
"302","Fifth Beach HIGH 2012 7","Pollicipes polymerus",0.5,"Pollicipes polymerus","Pollicipes polymerus","Animal","sessile",""
"303","Fifth Beach HIGH 2012 7","Polysiphonia hendryi",2,"Polysiphonia","Polysiphonia","Algae","sessile","Likely need to lump these"
"304","Fifth Beach HIGH 2012 7","Polysiphonia pacifica var delicatula",1.5,"Polysiphonia","Polysiphonia","Algae","sessile","Likely need to lump these"
"305","Fifth Beach HIGH 2012 7","Pterosiphonia bipinnata",6,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"306","Fifth Beach HIGH 2012 7","Pyropia perforata",2,"Pyropia perforata","Pyropia","Algae","sessile",""
"307","Fifth Beach HIGH 2012 7","Semibalanus cariosus",10,"Barnacles","Barnacles","Animal","sessile",""
"308","Fifth Beach HIGH 2012 7","Spongites tumidum",1.5,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"309","Fifth Beach HIGH 2012 7","Wildmania norrisii",6,"Wildmania norrisii","Pyropia","Algae","sessile",""
"310","Fifth Beach HIGH 2012 8","Alaria marginata",0.1,"Alaria marginata","Alaria marginata","Algae","sessile",""
"311","Fifth Beach HIGH 2012 8","Anthopleura sp.",2,"Anthopleura sp.","Anthopleura sp.","Animal","sessile",""
"312","Fifth Beach HIGH 2012 8","Balanus glandula",15,"Barnacles","Barnacles","Animal","sessile",""
"313","Fifth Beach HIGH 2012 8","bare rock",12,"Bare rock","Bare rock","Substratum",NA,""
"314","Fifth Beach HIGH 2012 8","Callithamnion pikeanum",3.5,"Callithamnion pikeanum","Callithamnion pikeanum","Algae","sessile",""
"315","Fifth Beach HIGH 2012 8","Chthamalus dalli",30,"Barnacles","Barnacles","Animal","sessile",""
"316","Fifth Beach HIGH 2012 8","Endocladia muricata",5,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"317","Fifth Beach HIGH 2012 8","Fucus distichus",6,"Fucus distichus","Fucus distichus","Algae","sessile",""
"318","Fifth Beach HIGH 2012 8","Littorina sp.",108,"Littorina sp.","Littorina sp.","Animal","motile",""
"319","Fifth Beach HIGH 2012 8","Lottia sp.",128,"Lottia sp.","Lottia sp.","Animal","motile",""
"320","Fifth Beach HIGH 2012 8","Mastocarpus alaskensis",0.5,"Mastocarpus alaskensis","Mastocarpus","Algae","sessile","REVISIT"
"321","Fifth Beach HIGH 2012 8","Mazzaella oregona",1,"Mazzaella oregona","Mazzaella oregona","Algae","sessile",""
"322","Fifth Beach HIGH 2012 8","Mytilus sp.",10,"Mytilus sp.","Mytilus sp.","Animal","sessile",""
"323","Fifth Beach HIGH 2012 8","Petrocelis",0.5,"Petrocelis","Petrocelis","Algae","sessile",""
"324","Fifth Beach HIGH 2012 8","Pterosiphonia bipinnata",0.5,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"325","Fifth Beach HIGH 2012 8","Semibalanus cariosus",36,"Barnacles","Barnacles","Animal","sessile",""
"326","Fifth Beach HIGH 2012 8","Ulva linza",0.5,"Ulva linza","Ulva","Algae","sessile",""
"327","Fifth Beach HIGH 2012 8","Wildmania norrisii",1,"Wildmania norrisii","Pyropia","Algae","sessile",""
"328","Fifth Beach HIGH 2012 9","Acrosiphonia sp.",1,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"329","Fifth Beach HIGH 2012 9","Alaria marginata",5,"Alaria marginata","Alaria marginata","Algae","sessile",""
"330","Fifth Beach HIGH 2012 9","Callithamnion pikeanum",1.5,"Callithamnion pikeanum","Callithamnion pikeanum","Algae","sessile",""
"331","Fifth Beach HIGH 2012 9","Corallina vancouveriensis",4,"Corallina","Corallina","Algae","sessile",""
"332","Fifth Beach HIGH 2012 9","Endocladia muricata",9,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"333","Fifth Beach HIGH 2012 9","Gloiopeltis furcata",1,"Gloiopeltis furcata","Gloiopeltis furcata","Algae","sessile",""
"334","Fifth Beach HIGH 2012 9","Littorina sp.",250,"Littorina sp.","Littorina sp.","Animal","motile",""
"335","Fifth Beach HIGH 2012 9","Lottia sp.",350,"Lottia sp.","Lottia sp.","Animal","motile",""
"336","Fifth Beach HIGH 2012 9","Mastocarpus alaskensis",5,"Mastocarpus alaskensis","Mastocarpus","Algae","sessile","REVISIT"
"337","Fifth Beach HIGH 2012 9","Mazzaella oregona",6,"Mazzaella oregona","Mazzaella oregona","Algae","sessile",""
"338","Fifth Beach HIGH 2012 9","Microcladia borealis",3.5,"Microcladia borealis","Microcladia borealis","Algae","sessile",""
"339","Fifth Beach HIGH 2012 9","Mytilus sp.",25,"Mytilus sp.","Mytilus sp.","Animal","sessile",""
"340","Fifth Beach HIGH 2012 9","Nemalion helminthoides",1.5,"Nemalion helminthoides","Nemalion helminthoides","Algae","sessile",""
"341","Fifth Beach HIGH 2012 9","Nucella sp.",2,"Nucella","Nucella","Animal","motile",""
"342","Fifth Beach HIGH 2012 9","Pollicipes polymerus",6,"Pollicipes polymerus","Pollicipes polymerus","Animal","sessile",""
"343","Fifth Beach HIGH 2012 9","Polysiphonia hendryi",1.5,"Polysiphonia","Polysiphonia","Algae","sessile","Likely need to lump these"
"344","Fifth Beach HIGH 2012 9","Pterosiphonia bipinnata",18,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"345","Fifth Beach HIGH 2012 9","Semibalanus cariosus",20,"Barnacles","Barnacles","Animal","sessile",""
"346","Fifth Beach HIGH 2012 9","Ulva linza",0.5,"Ulva linza","Ulva","Algae","sessile",""
"347","Fifth Beach HIGH 2012 9","Wildmania norrisii",4,"Wildmania norrisii","Pyropia","Algae","sessile",""
"348","Fifth Beach HIGH 2012 9","Worm",1,"Worm","Worm","Animal","motile",""
"349","Fifth Beach HIGH 2013 1","bare rock",7,"Bare rock","Bare rock","Substratum",NA,""
"350","Fifth Beach HIGH 2013 1","Barnacle",80,"Barnacles","Barnacles","Animal","sessile",""
"351","Fifth Beach HIGH 2013 1","Elachista fucicola",1,"Elachista fucicola","Elachista fucicola","Algae","sessile",""
"352","Fifth Beach HIGH 2013 1","Endocladia muricata",1,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"353","Fifth Beach HIGH 2013 1","Fucus distichus",75,"Fucus distichus","Fucus distichus","Algae","sessile",""
"354","Fifth Beach HIGH 2013 1","Hildenbrandia occidentalis",1,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"355","Fifth Beach HIGH 2013 1","Mastocarpus alaskensis",2,"Mastocarpus alaskensis","Mastocarpus","Algae","sessile","REVISIT"
"356","Fifth Beach HIGH 2013 1","Petrocelis",14,"Petrocelis","Petrocelis","Algae","sessile",""
"357","Fifth Beach HIGH 2013 1","Ulva lactuca",0.5,"Ulva lactuca","Ulva","Algae","sessile",""
"358","Fifth Beach HIGH 2013 10","Acrosiphonia arcta",0.5,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"359","Fifth Beach HIGH 2013 10","bare rock",3,"Bare rock","Bare rock","Substratum",NA,""
"360","Fifth Beach HIGH 2013 10","Barnacle",75,"Barnacles","Barnacles","Animal","sessile",""
"361","Fifth Beach HIGH 2013 10","Callithamnion pikeanum",1,"Callithamnion pikeanum","Callithamnion pikeanum","Algae","sessile",""
"362","Fifth Beach HIGH 2013 10","Endocladia muricata",8,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"363","Fifth Beach HIGH 2013 10","Fucus distichus",3,"Fucus distichus","Fucus distichus","Algae","sessile",""
"364","Fifth Beach HIGH 2013 10","Mastocarpus agardhii",1,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"365","Fifth Beach HIGH 2013 10","Mytilus sp.",24,"Mytilus sp.","Mytilus sp.","Animal","sessile",""
"366","Fifth Beach HIGH 2013 10","Petrocelis",0.5,"Petrocelis","Petrocelis","Algae","sessile",""
"367","Fifth Beach HIGH 2013 10","Polysiphonia hendryi var. hendryi",1,"Polysiphonia","Polysiphonia","Algae","sessile","Likely need to lump these"
"368","Fifth Beach HIGH 2013 10","Pyropia abbottiae",2,"Pyropia abbottiae","Pyropia","Algae","sessile",""
"369","Fifth Beach HIGH 2013 10","Pyropia perforata",4,"Pyropia perforata","Pyropia","Algae","sessile",""
"370","Fifth Beach HIGH 2013 10","Ulva linza",0.5,"Ulva linza","Ulva","Algae","sessile",""
"371","Fifth Beach HIGH 2013 2","bare rock",5,"Bare rock","Bare rock","Substratum",NA,""
"372","Fifth Beach HIGH 2013 2","Barnacle",60,"Barnacles","Barnacles","Animal","sessile",""
"373","Fifth Beach HIGH 2013 2","Endocladia muricata",4,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"374","Fifth Beach HIGH 2013 2","Fucus distichus",20,"Fucus distichus","Fucus distichus","Algae","sessile",""
"375","Fifth Beach HIGH 2013 2","Mastocarpus alaskensis",1,"Mastocarpus alaskensis","Mastocarpus","Algae","sessile","REVISIT"
"376","Fifth Beach HIGH 2013 2","Petrocelis",35,"Petrocelis","Petrocelis","Algae","sessile",""
"377","Fifth Beach HIGH 2013 2","Pyropia perforata",4,"Pyropia perforata","Pyropia","Algae","sessile",""
"378","Fifth Beach HIGH 2013 2","Ulva lactuca",1,"Ulva lactuca","Ulva","Algae","sessile",""
"379","Fifth Beach HIGH 2013 3","Alaria marginata",0.5,"Alaria marginata","Alaria marginata","Algae","sessile",""
"380","Fifth Beach HIGH 2013 3","bare rock",2,"Bare rock","Bare rock","Substratum",NA,""
"381","Fifth Beach HIGH 2013 3","Barnacle",2,"Barnacles","Barnacles","Animal","sessile",""
"382","Fifth Beach HIGH 2013 3","Cladophora sericea",1,"Cladophora sericea","Cladophora sericea","Algae","sessile",""
"383","Fifth Beach HIGH 2013 3","Cumathamnion decipiens",1,"Cumathamnion decipiens","Cumathamnion decipiens","Algae","sessile",""
"384","Fifth Beach HIGH 2013 3","Farlowia mollis",3,"Farlowia mollis","Farlowia mollis","Algae","sessile",""
"385","Fifth Beach HIGH 2013 3","Gloiopeltis furcata",50,"Gloiopeltis furcata","Gloiopeltis furcata","Algae","sessile",""
"386","Fifth Beach HIGH 2013 3","Hildenbrandia occidentalis",0.5,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"387","Fifth Beach HIGH 2013 3","Hildenbrandia sp.",0.5,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"388","Fifth Beach HIGH 2013 3","Mazzaella oregona",0.5,"Mazzaella oregona","Mazzaella oregona","Algae","sessile",""
"389","Fifth Beach HIGH 2013 3","Mytilus sp.",6,"Mytilus sp.","Mytilus sp.","Animal","sessile",""
"390","Fifth Beach HIGH 2013 3","Petrocelis",3,"Petrocelis","Petrocelis","Algae","sessile",""
"391","Fifth Beach HIGH 2013 3","Plocamium violaceum",1,"Plocamium violaceum","Plocamium violaceum","Algae","sessile",""
"392","Fifth Beach HIGH 2013 3","Pterosiphonia bipinnata",0.5,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"393","Fifth Beach HIGH 2013 3","Pyropia abbottiae",1,"Pyropia abbottiae","Pyropia","Algae","sessile",""
"394","Fifth Beach HIGH 2013 3","Spongites tumidum",0.5,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"395","Fifth Beach HIGH 2013 3","Ulva lactuca",1,"Ulva lactuca","Ulva","Algae","sessile",""
"396","Fifth Beach HIGH 2013 4","bare rock",3,"Bare rock","Bare rock","Substratum",NA,""
"397","Fifth Beach HIGH 2013 4","Barnacle",87,"Barnacles","Barnacles","Animal","sessile",""
"398","Fifth Beach HIGH 2013 4","Endocladia muricata",1,"Endocladia muricata","Endocladia muricata","Algae","sessile",""
"399","Fifth Beach HIGH 2013 4","Fucus distichus",85,"Fucus distichus","Fucus distichus","Algae","sessile",""
"400","Fifth Beach HIGH 2013 4","Hildenbrandia occidentalis",1,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"401","Fifth Beach HIGH 2013 4","Petrocelis",9,"Petrocelis","Petrocelis","Algae","sessile",""
"402","Fifth Beach HIGH 2013 4","Pyropia perforata",0.5,"Pyropia perforata","Pyropia","Algae","sessile",""
"403","Fifth Beach HIGH 2013 4","Ulva linza",0.5,"Ulva linza","Ulva","Algae","sessile",""
"404","Fifth Beach HIGH 2013 5","Acrosiphonia arcta",0.5,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
