"","event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline"
"283",283,7071,7072,7075,5,1997-05-11,1997-05-12,1997-05-15,6.3879,8.8823,1.9367,31.9396,3.0213,5.4726,1.8994,15.1065,20.1,22.5,1.8507,100.5,2.9132,2.2362
"284",284,7079,7080,7083,5,1997-05-19,1997-05-20,1997-05-23,4.6558,7.1448,1.5215,23.2792,1.5742,4.0387,1.4959,7.871,19.1,21.5,1.4318,95.5,2.2428,1.2306
"285",285,7112,7112,7112,1,1997-06-21,1997-06-21,1997-06-21,3.1539,3.1539,NA,3.1539,0.351,0.351,NA,0.351,19.5,19.5,NA,19.5,1.4486,4.5542
"286",286,7125,7125,7125,1,1997-07-04,1997-07-04,1997-07-04,5.7608,5.7608,NA,5.7608,2.9684,2.9684,NA,2.9684,23,23,NA,23,3.925,5.0741
"287",287,7161,7162,7168,8,1997-08-09,1997-08-10,1997-08-16,3.3543,6.513,2.1034,26.8341,0.537,3.6987,2.0994,4.2964,21.75,25,2.1213,174,2.1954,0.6144
"288",288,7174,7174,7174,1,1997-08-22,1997-08-22,1997-08-22,3.0988,3.0988,NA,3.0988,0.2703,0.2703,NA,0.2703,21,21,NA,21,3.0686,1.4295
"289",289,7180,7186,7191,12,1997-08-28,1997-09-03,1997-09-08,2.5317,4.0262,1.5093,30.3799,-0.1532,1.3665,1.5051,-1.8389,19.5417,21,1.5877,234.5,0.3491,0.1446
"290",290,7201,7201,7201,1,1997-09-18,1997-09-18,1997-09-18,2.822,2.822,NA,2.822,0.189,0.189,NA,0.189,18.5,18.5,NA,18.5,1.0943,0.4021
"291",291,7205,7206,7209,5,1997-09-22,1997-09-23,1997-09-26,4.7603,8.3424,2.2992,23.8015,2.1078,5.689,2.2979,10.539,19.8,23.5,2.4393,99,2.9421,2.0955
"292",292,7266,7266,7266,1,1997-11-22,1997-11-22,1997-11-22,5.5499,5.5499,NA,5.5499,2.1445,2.1445,NA,2.1445,13.5,13.5,NA,13.5,4.5892,2.4164
"293",293,7276,7276,7277,2,1997-12-02,1997-12-02,1997-12-03,4.2573,4.7312,0.6702,8.5146,0.7252,1.209,0.6843,1.4503,11.5,12,0.7071,23,2.556,1.7826
"294",294,7284,7286,7286,3,1997-12-10,1997-12-12,1997-12-12,7.587,10.1187,2.5323,22.7609,3.9303,6.4465,2.5162,11.791,14.5,17,2.5,43.5,2.6332,6.4719
"295",295,7322,7323,7323,2,1998-01-17,1998-01-18,1998-01-18,6.5721,7.5544,1.3892,13.1442,2.6831,3.6597,1.3811,5.3662,13.5,14.5,1.4142,27,2.6309,7.0324
"296",296,7328,7333,7337,10,1998-01-23,1998-01-28,1998-02-01,5.5156,8.2978,1.8248,55.1565,1.5863,4.3529,1.8312,15.8629,12.7,15.5,1.8439,127,0.7497,0.6796
"297",297,7342,7342,7348,7,1998-02-06,1998-02-06,1998-02-12,4.8147,6.2127,1.3293,33.7029,0.9595,2.3265,1.3161,6.7168,12.1429,13.5,1.3138,85,5.9966,0.3633
"298",298,7352,7352,7354,3,1998-02-16,1998-02-16,1998-02-18,5.4696,8.4991,2.6237,16.4088,1.761,4.7606,2.5978,5.2829,13,16,2.5981,39,4.9696,2.1298
"299",299,7375,7375,7375,1,1998-03-11,1998-03-11,1998-03-11,3.9044,3.9044,NA,3.9044,0.6526,0.6526,NA,0.6526,12.5,12.5,NA,12.5,1.4428,3.0579
"300",300,7385,7385,7385,1,1998-03-21,1998-03-21,1998-03-21,3.3259,3.3259,NA,3.3259,0.1058,0.1058,NA,0.1058,12.5,12.5,NA,12.5,2.4388,2.064
"301",301,7424,7426,7426,3,1998-04-29,1998-05-01,1998-05-01,7.4875,9.3937,2.1989,22.4624,3.9316,5.8348,2.1963,11.7948,20,22,2.2913,60,2.2053,7.5943
"302",302,7458,7458,7459,2,1998-06-02,1998-06-02,1998-06-03,5.1724,6.204,1.4589,10.3448,2.3342,3.3584,1.4484,4.6684,20.5,21.5,1.4142,41,4.4356,2.2292
"303",303,7507,7507,7507,1,1998-07-21,1998-07-21,1998-07-21,3.2441,3.2441,NA,3.2441,0.5242,0.5242,NA,0.5242,21.5,21.5,NA,21.5,2.9438,1.5552
"304",304,7511,7513,7514,4,1998-07-25,1998-07-27,1998-07-28,4.3496,5.9516,1.3622,17.3985,1.5903,3.1871,1.3585,6.3613,22.875,24.5,1.3769,91.5,1.5562,2.0298
"305",305,7530,7530,7530,1,1998-08-13,1998-08-13,1998-08-13,3.115,3.115,NA,3.115,0.3058,0.3058,NA,0.3058,21.5,21.5,NA,21.5,1.5363,4.4593
"306",306,7545,7548,7548,4,1998-08-28,1998-08-31,1998-08-31,3.0423,4.2878,1.4539,12.169,0.31,1.5923,1.4629,1.2401,20.375,21.5,1.4361,81.5,0.8659,2.9195
"307",307,7564,7564,7564,1,1998-09-16,1998-09-16,1998-09-16,3.1341,3.1341,NA,3.1341,0.5277,0.5277,NA,0.5277,19,19,NA,19,3.0908,2.4064
"308",308,7574,7574,7574,1,1998-09-26,1998-09-26,1998-09-26,2.6964,2.6964,NA,2.6964,0.0429,0.0429,NA,0.0429,17.5,17.5,NA,17.5,0.6222,1.3767
"309",309,7602,7604,7604,3,1998-10-24,1998-10-26,1998-10-26,2.5525,3.5061,1.4471,7.6575,-0.1742,0.7613,1.4425,-0.5226,13.6667,14.5,1.4434,41,0.6218,5.3833
"310",310,7608,7608,7608,1,1998-10-30,1998-10-30,1998-10-30,2.9717,2.9717,NA,2.9717,0.1645,0.1645,NA,0.1645,13.5,13.5,NA,13.5,4.1149,0.8847
"311",311,7648,7648,7648,1,1998-12-09,1998-12-09,1998-12-09,5.0175,5.0175,NA,5.0175,1.3981,1.3981,NA,1.3981,12,12,NA,12,3.5358,2.9634
"312",312,7721,7721,7721,1,1999-02-20,1999-02-20,1999-02-20,4.8775,4.8775,NA,4.8775,1.2829,1.2829,NA,1.2829,12.5,12.5,NA,12.5,5.4685,4.5325
"313",313,7728,7728,7728,1,1999-02-27,1999-02-27,1999-02-27,4.6204,4.6204,NA,4.6204,1.1761,1.1761,NA,1.1761,12.5,12.5,NA,12.5,4.4572,3.5464
"314",314,7750,7751,7752,3,1999-03-21,1999-03-22,1999-03-23,4.0949,4.7619,0.5813,12.2846,0.8936,1.5574,0.5765,2.6809,13.3333,14,0.5774,40,0.9369,1.0644
"315",315,7775,7776,7776,2,1999-04-15,1999-04-16,1999-04-16,4.8423,5.795,1.3473,9.6846,1.5582,2.4945,1.3241,3.1164,16,17,1.4142,32,1.7382,4.0942
"316",316,7813,7813,7813,1,1999-05-23,1999-05-23,1999-05-23,4.3783,4.3783,NA,4.3783,1.3452,1.3452,NA,1.3452,19,19,NA,19,2.9125,6.581
"317",317,7832,7832,7835,4,1999-06-11,1999-06-11,1999-06-14,3.4408,5.1437,1.5209,13.7631,0.5894,2.31,1.5268,2.3578,19.375,21,1.493,77.5,3.9438,0.9079
"318",318,7865,7865,7867,3,1999-07-14,1999-07-14,1999-07-16,3.2518,4.6414,1.5467,9.7553,0.5313,1.9023,1.5369,1.5939,21.1667,22.5,1.5275,63.5,6.4414,0.9564
"319",319,7925,7925,7926,2,1999-09-12,1999-09-12,1999-09-13,3.6691,4.2743,0.8559,7.3382,1.039,1.6406,0.8508,2.078,19.85,20.5,0.9192,39.7,4.4854,2.5103
"320",320,7964,7964,7966,3,1999-10-21,1999-10-21,1999-10-23,3.5495,4.6923,1.4512,10.6485,0.8538,1.9968,1.4478,2.5613,15.0333,16.3,1.4844,45.1,5.6253,0.6762
"321",321,7982,7982,7982,1,1999-11-08,1999-11-08,1999-11-08,3.3599,3.3599,NA,3.3599,0.3545,0.3545,NA,0.3545,12.8,12.8,NA,12.8,4.9206,2.5803
"322",322,7988,7989,7992,5,1999-11-14,1999-11-15,1999-11-18,4.1666,7.6654,2.1842,20.8331,0.9452,4.4684,2.1987,4.7258,12.7,16.3,2.2528,63.5,3.1093,1.1989
"323",323,8002,8003,8003,2,1999-11-28,1999-11-29,1999-11-29,7.225,7.4559,0.3265,14.45,3.7397,3.9639,0.3171,7.4794,14.7,14.9,0.2828,29.4,2.1626,8.0395
"324",324,8008,8008,8008,1,1999-12-04,1999-12-04,1999-12-04,4.0313,4.0313,NA,4.0313,0.4735,0.4735,NA,0.4735,11.2,11.2,NA,11.2,0.5479,3.5562
"325",325,8065,8065,8065,1,2000-01-30,2000-01-30,2000-01-30,5.7718,5.7718,NA,5.7718,1.8529,1.8529,NA,1.8529,13,13,NA,13,3.5862,3.9145
"326",326,8072,8073,8073,2,2000-02-06,2000-02-07,2000-02-07,5.7594,6.2062,0.6318,11.5189,1.8765,2.3265,0.6364,3.753,13.05,13.5,0.6364,26.1,2.3945,6.1112
"327",327,8105,8105,8105,1,2000-03-10,2000-03-10,2000-03-10,3.2616,3.2616,NA,3.2616,0.001,0.001,NA,0.001,11.8,11.8,NA,11.8,2.341,3.9572
"328",328,8138,8138,8138,1,2000-04-12,2000-04-12,2000-04-12,3.7707,3.7707,NA,3.7707,0.5606,0.5606,NA,0.5606,14.6,14.6,NA,14.6,2.6075,3.0924
"329",329,8190,8191,8191,2,2000-06-03,2000-06-04,2000-06-04,3.8602,3.8796,0.0274,7.7204,1.0277,1.0455,0.0251,2.0555,19.25,19.3,0.0707,38.5,0.8715,5.8626
"330",330,8212,8213,8215,4,2000-06-25,2000-06-26,2000-06-28,4.7398,6.7534,1.4513,18.9594,1.9493,3.9606,1.4488,7.7971,21.425,23.4,1.408,85.7,2.2324,2.4154
"331",331,8225,8225,8225,1,2000-07-08,2000-07-08,2000-07-08,3.1901,3.1901,NA,3.1901,0.4103,0.4103,NA,0.4103,20.7,20.7,NA,20.7,2.1388,1.6578
"332",332,8235,8235,8235,1,2000-07-18,2000-07-18,2000-07-18,2.9143,2.9143,NA,2.9143,0.1958,0.1958,NA,0.1958,21,21,NA,21,1.5421,0.9576
"333",333,8239,8239,8239,1,2000-07-22,2000-07-22,2000-07-22,3.0889,3.0889,NA,3.0889,0.3758,0.3758,NA,0.3758,21.4,21.4,NA,21.4,0.7448,4.3532
"334",334,8247,8247,8247,1,2000-07-30,2000-07-30,2000-07-30,3.1761,3.1761,NA,3.1761,0.3419,0.3419,NA,0.3419,21.8,21.8,NA,21.8,2.4814,4.3146
"335",335,8252,8252,8252,1,2000-08-04,2000-08-04,2000-08-04,4.5689,4.5689,NA,4.5689,1.7048,1.7048,NA,1.7048,23.2,23.2,NA,23.2,1.712,3.6816
"336",336,8272,8272,8272,1,2000-08-24,2000-08-24,2000-08-24,3.2409,3.2409,NA,3.2409,0.4148,0.4148,NA,0.4148,21,21,NA,21,2.0716,4.8273
"337",337,8294,8294,8294,1,2000-09-15,2000-09-15,2000-09-15,3.9433,3.9433,NA,3.9433,1.331,1.331,NA,1.331,19.9,19.9,NA,19.9,2.7894,1.9092
"338",338,8303,8306,8306,4,2000-09-24,2000-09-27,2000-09-27,0.8115,3.7197,3.1755,3.2459,-1.8426,1.0558,3.1711,-7.3703,15.675,18.4,3.1826,62.7,0.3202,3.8732
"339",339,8315,8315,8316,2,2000-10-06,2000-10-06,2000-10-07,4.4561,5.3451,1.2572,8.9122,1.8022,2.6958,1.2637,3.6045,17.95,18.9,1.3435,35.9,3.3188,1.6436
"340",340,8362,8362,8362,1,2000-11-22,2000-11-22,2000-11-22,4.4499,4.4499,NA,4.4499,1.0445,1.0445,NA,1.0445,12.4,12.4,NA,12.4,1.8892,2.7164
"341",341,8370,8370,8371,2,2000-11-30,2000-11-30,2000-12-01,5.0458,6.3164,1.7969,10.0916,1.5364,2.8123,1.8043,3.0729,12.4,13.7,1.8385,24.8,3.1605,2.1755
"342",342,8402,8403,8410,9,2001-01-01,2001-01-02,2001-01-09,5.0168,12.4195,3.6647,45.1513,1.0328,8.4242,3.6601,9.2951,11.6444,19,3.6517,104.8,4.8565,1.3171
"343",343,8433,8434,8434,2,2001-02-01,2001-02-02,2001-02-02,3.9897,4.0346,0.0636,7.9793,0.0933,0.1352,0.0593,0.1865,11.25,11.3,0.0707,22.5,0.4224,4.9088
"344",344,8484,8485,8485,2,2001-03-24,2001-03-25,2001-03-25,4.6518,4.67,0.0257,9.3037,1.5113,1.5371,0.0365,3.0226,14.05,14.1,0.0707,28.1,0.6698,6.5658
"345",345,8494,8494,8494,1,2001-04-03,2001-04-03,2001-04-03,3.5417,3.5417,NA,3.5417,0.4419,0.4419,NA,0.4419,13.6,13.6,NA,13.6,3.1248,5.8762
"346",346,8501,8502,8502,2,2001-04-10,2001-04-11,2001-04-11,4.66,5.0632,0.5702,9.32,1.4897,1.8752,0.5452,2.9794,15.35,15.8,0.6364,30.7,1.9403,6.8925
"347",347,8506,8506,8506,1,2001-04-15,2001-04-15,2001-04-15,3.8896,3.8896,NA,3.8896,0.6219,0.6219,NA,0.6219,15,15,NA,15,3.3039,5.3946
"348",348,8511,8511,8511,1,2001-04-20,2001-04-20,2001-04-20,3.5235,3.5235,NA,3.5235,0.1268,0.1268,NA,0.1268,15.1,15.1,NA,15.1,1.5081,0.3895
"349",349,8583,8583,8585,3,2001-07-01,2001-07-01,2001-07-03,2.8081,4.0803,1.2862,8.4244,0.021,1.2894,1.2825,0.0629,19.9,21.1,1.253,59.7,1.6272,0.9528
"350",350,8602,8602,8602,1,2001-07-20,2001-07-20,2001-07-20,3.8003,3.8003,NA,3.8003,1.0858,1.0858,NA,1.0858,22,22,NA,22,3.0436,4.0562
"351",351,8630,8630,8630,1,2001-08-17,2001-08-17,2001-08-17,3.5941,3.5941,NA,3.5941,0.7655,0.7655,NA,0.7655,21.8,21.8,NA,21.8,3.5493,4.3458
"352",352,8639,8642,8642,4,2001-08-26,2001-08-29,2001-08-29,1.4577,4.4269,3.3754,5.8307,-1.3126,1.6826,3.3812,-5.2503,18.95,21.8,3.3491,75.8,0.9644,5.2196
"353",353,8657,8657,8657,1,2001-09-13,2001-09-13,2001-09-13,2.8639,2.8639,NA,2.8639,0.2374,0.2374,NA,0.2374,19,19,NA,19,2.0896,4.41
"354",354,8666,8666,8666,1,2001-09-22,2001-09-22,2001-09-22,4.7329,4.7329,NA,4.7329,2.0761,2.0761,NA,2.0761,20,20,NA,20,5.1073,5.3905
"355",355,8678,8679,8679,2,2001-10-04,2001-10-05,2001-10-05,6.5161,6.8263,0.4387,13.0322,3.8718,4.1829,0.44,7.7435,20.25,20.5,0.3536,40.5,2.1216,5.3812
"356",356,8715,8715,8715,1,2001-11-10,2001-11-10,2001-11-10,3.298,3.298,NA,3.298,0.2642,0.2642,NA,0.2642,12.5,12.5,NA,12.5,0.6184,2.8817
"357",357,8719,8719,8719,1,2001-11-14,2001-11-14,2001-11-14,4.7572,4.7572,NA,4.7572,1.5877,1.5877,NA,1.5877,13.5,13.5,NA,13.5,2.6114,4.8918
"358",358,8723,8724,8725,3,2001-11-18,2001-11-19,2001-11-20,6.4347,7.2683,0.7378,19.3041,3.1197,3.951,0.7442,9.3591,14.6667,15.5,0.7638,44,2.5986,2.57
"359",359,8758,8768,8772,15,2001-12-23,2002-01-02,2002-01-06,5.2166,8.9195,2.3281,78.2495,1.2535,4.9242,2.3284,18.8032,11.8,15.5,2.3361,177,0.5031,0.7931
"360",360,8777,8777,8777,1,2002-01-11,2002-01-11,2002-01-11,6.2587,6.2587,NA,6.2587,2.3126,2.3126,NA,2.3126,13,13,NA,13,4.9787,5.5228
"361",361,8883,8886,8886,4,2002-04-27,2002-04-30,2002-04-30,3.7556,4.9869,0.9497,15.0224,0.2058,1.4316,0.9492,0.8233,16.125,17.5,1.0308,64.5,0.6898,7.5932
"362",362,8905,8905,8905,1,2002-05-19,2002-05-19,2002-05-19,3.2352,3.2352,NA,3.2352,0.1032,0.1032,NA,0.1032,17.5,17.5,NA,17.5,1.9093,5.0904
"363",363,8913,8913,8913,1,2002-05-27,2002-05-27,2002-05-27,3.0914,3.0914,NA,3.0914,0.1661,0.1661,NA,0.1661,18,18,NA,18,0.9338,2.0641
"364",364,8920,8920,8920,1,2002-06-03,2002-06-03,2002-06-03,3.1408,3.1408,NA,3.1408,0.31,0.31,NA,0.31,18.5,18.5,NA,18.5,0.4368,4.0612
"365",365,8925,8930,8930,6,2002-06-08,2002-06-13,2002-06-13,4.0094,11.0395,3.763,24.0563,1.1681,8.1826,3.7567,7.0084,19.8333,27,3.8166,119,1.8063,10.5495
"366",366,8954,8954,8959,6,2002-07-07,2002-07-07,2002-07-12,2.8204,4.5513,2.4446,16.9223,0.0329,1.7748,2.4418,0.1974,20.4167,22,2.4782,122.5,2.4347,0.3767
"367",367,8968,8969,8971,4,2002-07-21,2002-07-22,2002-07-24,4.1635,6.1889,1.4523,16.6539,1.448,3.4758,1.453,5.7919,22.5,24.5,1.4142,90,2.1111,1.4512
"368",368,8983,8984,8984,2,2002-08-05,2002-08-06,2002-08-06,2.898,2.9088,0.0152,5.7961,0.0533,0.0694,0.0228,0.1065,21.5,21.5,0,43,0.5205,4.4768
"369",369,8990,8991,8991,2,2002-08-12,2002-08-13,2002-08-13,4.8468,5.115,0.3792,9.6937,2.0396,2.3058,0.3764,4.0793,23.25,23.5,0.3536,46.5,1.5355,4.4593
"370",370,9001,9005,9005,5,2002-08-23,2002-08-27,2002-08-27,4.0161,6.4676,2.104,20.0806,1.2053,3.689,2.1216,6.0264,21.7,24,2.0187,108.5,0.9075,5.4206
"371",371,9013,9014,9014,2,2002-09-04,2002-09-05,2002-09-05,3.65,3.6915,0.0588,7.2999,0.9942,1.0345,0.057,1.9884,20.5,20.5,0,41,0.9161,1.9176
"372",372,9022,9022,9023,2,2002-09-13,2002-09-13,2002-09-14,4.4089,4.8639,0.6435,8.8178,1.7858,2.2374,0.6387,3.5716,20.5,21,0.7071,41,4.0896,2.2435
"373",373,9031,9033,9033,3,2002-09-22,2002-09-24,2002-09-24,3.5103,3.9556,0.6756,10.5309,0.8554,1.301,0.6772,2.5661,18.6667,19,0.5774,56,0.7105,2.3814
"374",374,9058,9059,9059,2,2002-10-19,2002-10-20,2002-10-20,3.9536,4.767,1.1503,7.9073,1.2451,2.0677,1.1633,2.4903,15.75,16.5,1.0607,31.5,2.1276,2.8747
"375",375,9075,9075,9077,3,2002-11-05,2002-11-05,2002-11-07,5.8137,6.1878,0.4503,17.441,2.8326,3.2274,0.4592,8.4977,15.5,16,0.5,46.5,6.6247,0.9753
"376",376,9081,9082,9083,3,2002-11-11,2002-11-12,2002-11-13,5.0316,6.5326,1.7259,15.0947,1.9416,3.4416,1.7478,5.8249,14,15.5,1.8028,42,2.2836,2.8874
"377",377,9089,9090,9090,2,2002-11-19,2002-11-20,2002-11-20,4.5671,4.8658,0.4225,9.1341,1.2332,1.5155,0.3992,2.4665,12.75,13,0.3536,25.5,1.0978,1.9051
"378",378,9099,9099,9100,2,2002-11-29,2002-11-29,2002-11-30,4.0861,4.5559,0.6643,8.1723,0.5881,1.0639,0.6729,1.1762,11.5,12,0.7071,23,2.0618,1.4401
"379",379,9108,9109,9115,8,2002-12-08,2002-12-09,2002-12-15,5.2237,8.0175,2.107,41.7897,1.5633,4.3981,2.1043,12.5062,12.125,15,2.1002,97,2.5351,0.661
"380",380,9123,9124,9124,2,2002-12-23,2002-12-24,2002-12-24,4.4009,4.4083,0.0104,8.8019,0.5,0.5,0,1,11,11,0,22,0.6812,3.9887
"381",381,9133,9136,9140,8,2003-01-02,2003-01-05,2003-01-09,6.4901,8.8766,2.3732,51.9208,2.5089,4.8919,2.3676,20.0709,13.125,15.5,2.3414,105,0.9862,1.2413
"382",382,9149,9149,9149,1,2003-01-18,2003-01-18,2003-01-18,4.5544,4.5544,NA,4.5544,0.6597,0.6597,NA,0.6597,11.5,11.5,NA,11.5,2.4646,3.0324
"383",383,9154,9154,9156,3,2003-01-23,2003-01-23,2003-01-25,3.7177,4.9109,1.6116,11.153,-0.2138,0.9852,1.6126,-0.6413,10.8333,12,1.6073,32.5,3.4732,0.5262
"384",384,9177,9179,9179,3,2003-02-15,2003-02-17,2003-02-17,2.9994,4.4695,2.1764,8.9981,-0.7362,0.7539,2.1809,-2.2087,10.5,12,2.1794,31.5,0.27,3.0293
"385",385,9204,9205,9205,2,2003-03-14,2003-03-15,2003-03-15,4.9554,5.1782,0.315,9.9109,1.6784,1.8961,0.3079,3.3567,13.75,14,0.3536,27.5,1.2783,5.5563
"386",386,9219,9219,9219,1,2003-03-29,2003-03-29,2003-03-29,3.8048,3.8048,NA,3.8048,0.7274,0.7274,NA,0.7274,13.5,13.5,NA,13.5,3.9328,2.5689
"387",387,9233,9234,9234,2,2003-04-12,2003-04-13,2003-04-13,5.3745,6.5783,1.7024,10.749,2.1541,3.3477,1.6879,4.3083,16.25,17.5,1.7678,32.5,2.7409,6.0926
"388",388,9249,9250,9251,3,2003-04-28,2003-04-29,2003-04-30,5.0825,6.0818,1.0508,15.2476,1.5284,2.5284,1.0517,4.5852,17.5,18.5,1,52.5,1.57,2.261
"389",389,9259,9260,9261,3,2003-05-08,2003-05-09,2003-05-10,4.6437,5.6426,0.8696,13.9311,1.15,2.15,0.8684,3.45,18,19,0.866,54,2.0759,2.92
"390",390,9270,9270,9270,1,2003-05-19,2003-05-19,2003-05-19,3.7352,3.7352,NA,3.7352,0.6032,0.6032,NA,0.6032,18,18,NA,18,2.9093,5.5904
"391",391,9285,9287,9288,4,2003-06-03,2003-06-05,2003-06-06,7.4223,10.017,2.9361,29.6893,4.5882,7.181,2.9338,18.353,22.875,25.5,3.0104,91.5,3.0378,2.7318
"392",392,9299,9299,9299,1,2003-06-17,2003-06-17,2003-06-17,3.8482,3.8482,NA,3.8482,1.0019,1.0019,NA,1.0019,20,20,NA,20,1.4546,4.5456
"393",393,9305,9305,9305,1,2003-06-23,2003-06-23,2003-06-23,3.5449,3.5449,NA,3.5449,0.7542,0.7542,NA,0.7542,20,20,NA,20,3.4452,1.5584
"394",394,9310,9310,9310,1,2003-06-28,2003-06-28,2003-06-28,3.2029,3.2029,NA,3.2029,0.4152,0.4152,NA,0.4152,20,20,NA,20,0.4228,4.0762
"395",395,9322,9322,9323,2,2003-07-10,2003-07-10,2003-07-11,5.095,6.3739,1.8086,10.1901,2.299,3.5813,1.8134,4.5981,22.75,24,1.7678,45.5,5.9416,3.0577
"396",396,9329,9330,9330,2,2003-07-17,2003-07-18,2003-07-18,3.4433,3.9143,0.6662,6.8865,0.7272,1.1958,0.6626,1.4545,21.5,22,0.7071,43,1.7759,4.0576
"397",397,9337,9341,9343,7,2003-07-25,2003-07-29,2003-07-31,3.2901,5.8947,1.8806,23.0308,0.5005,3.0903,1.885,3.5032,21.8571,24.5,1.8867,153,0.7408,1.3148
"398",398,9350,9351,9358,9,2003-08-07,2003-08-08,2003-08-15,3.7753,4.9567,0.9878,33.978,0.9588,2.1339,0.9871,8.6293,22.2222,23.5,0.9718,200,1.3575,0.4313
"399",399,9369,9369,9369,1,2003-08-26,2003-08-26,2003-08-26,2.8892,2.8892,NA,2.8892,0.0923,0.0923,NA,0.0923,20.5,20.5,NA,20.5,4.5756,0.9216
"400",400,9376,9376,9376,1,2003-09-02,2003-09-02,2003-09-02,2.9465,2.9465,NA,2.9465,0.2858,0.2858,NA,0.2858,20,20,NA,20,0.5782,1.4203
"401",401,9383,9383,9386,4,2003-09-09,2003-09-09,2003-09-12,2.0226,4.5222,2.0223,8.0903,-0.6122,1.8771,2.0158,-2.4488,18.375,21,2.0565,73.5,2.0823,0.9866
"402",402,9396,9396,9396,1,2003-09-22,2003-09-22,2003-09-22,2.7329,2.7329,NA,2.7329,0.0761,0.0761,NA,0.0761,18,18,NA,18,4.1073,1.3905
"403",403,9400,9402,9404,5,2003-09-26,2003-09-28,2003-09-30,5.348,7.9465,2.434,26.7399,2.6884,5.2848,2.4315,13.4419,19.9,22.5,2.485,99.5,2.1245,2.2721
"404",404,9409,9412,9412,4,2003-10-05,2003-10-08,2003-10-08,3.0077,5.1924,1.6907,12.0309,0.3522,2.5216,1.6848,1.409,16.5,18.5,1.633,66,0.9075,6.8754
"405",405,9423,9429,9430,8,2003-10-19,2003-10-25,2003-10-26,2.8892,5.8874,2.711,23.1133,0.1786,3.1645,2.7085,1.429,14.3125,17.5,2.8023,114.5,0.6249,2.5486
"406",406,9448,9448,9448,1,2003-11-13,2003-11-13,2003-11-13,6.1458,6.1458,NA,6.1458,3.0223,3.0223,NA,3.0223,15,15,NA,15,3.6132,5.3886
"407",407,9466,9467,9467,2,2003-12-01,2003-12-02,2003-12-02,5.2032,5.2312,0.0396,10.4064,1.6848,1.709,0.0342,3.3696,12.5,12.5,0,25,2.0569,4.4478
"408",408,9483,9484,9489,7,2003-12-18,2003-12-19,2003-12-24,6.0012,10.8225,3.0218,42.0085,2.1411,6.9939,3.0225,14.9878,12.6429,17.5,3.0237,88.5,4.3606,1.6197
"409",409,9505,9505,9505,1,2004-01-09,2004-01-09,2004-01-09,6.8019,6.8019,NA,6.8019,2.8435,2.8435,NA,2.8435,13.5,13.5,NA,13.5,4.4801,3.5219
"410",410,9509,9509,9510,2,2004-01-13,2004-01-13,2004-01-14,5.7001,6.2125,0.7247,11.4001,1.7723,2.2803,0.7185,3.5445,12.5,13,0.7071,25,3.4766,2.0264
"411",411,9540,9543,9544,5,2004-02-13,2004-02-16,2004-02-17,4.7291,5.9991,1.129,23.6455,0.9786,2.2606,1.1406,4.8932,12.2,13.5,1.1511,61,0.828,2.1962
"412",412,9550,9550,9556,7,2004-02-23,2004-02-23,2004-02-29,2.9429,4.7758,1.3686,20.6006,-0.5289,1.2406,1.358,-3.7026,10.7857,12.5,1.3496,75.5,1.4652,0.273
"413",413,9577,9579,9579,3,2004-03-21,2004-03-23,2004-03-23,4.5949,5.6968,1.1942,13.7846,1.3936,2.5177,1.2143,4.1809,13.8333,15,1.2583,41.5,1.6361,4.0631
"414",414,9585,9585,9598,14,2004-03-29,2004-03-29,2004-04-11,4.1674,9.3048,2.5649,58.3435,1.0562,6.2274,2.5547,14.7874,14.3571,19,2.6561,201,6.4328,0.3954
"415",415,9602,9608,9608,7,2004-04-15,2004-04-21,2004-04-21,4.538,6.834,1.9435,31.7663,1.1878,3.4139,1.9083,8.3149,15.9286,18.5,2.0902,111.5,0.4841,3.5892
"416",416,9612,9617,9618,7,2004-04-25,2004-04-30,2004-05-01,4.1788,7.4869,2.2189,29.2513,0.639,3.9316,2.2083,4.473,16.5,20,2.3629,115.5,1.1772,2.0936
"417",417,9623,9623,9624,2,2004-05-06,2004-05-06,2004-05-07,4.3723,4.4194,0.0667,8.7445,0.8355,0.8758,0.057,1.671,17.5,17.5,0,35,1.9061,0.4271
"418",418,9628,9629,9629,2,2004-05-11,2004-05-12,2004-05-12,4.6757,5.3823,0.9993,9.3514,1.2468,1.9726,1.0264,2.4936,18.25,19,1.0607,36.5,1.2465,2.0917
"419",419,9634,9634,9634,1,2004-05-17,2004-05-17,2004-05-17,4.9176,4.9176,NA,4.9176,1.7161,1.7161,NA,1.7161,19,19,NA,19,2.9077,2.5917
"420",420,9639,9639,9641,3,2004-05-22,2004-05-22,2004-05-24,5.3805,6.4658,1.8046,16.1414,2.3452,3.4097,1.7883,7.0355,20,21,1.7321,60,5.4107,2.1819
"421",421,9650,9651,9655,6,2004-06-02,2004-06-03,2004-06-07,3.63,6.6408,2.115,21.78,0.7939,3.81,2.117,4.7633,19.0833,22,2.0837,114.5,3.4364,0.6747
